Year,Units,Time series,COMMENT_OBS_0,COMMENT_OBS_1,Länder,GeoCode,Value
2006,Hours,Mothers,,,,,15.007
2007,Hours,Mothers,|,,,,15.246
2008,Hours,Mothers,,,,,15.51
2009,Hours,Mothers,,,,,15.848
2010,Hours,Mothers,,,,,16.244
2011,Hours,Mothers,,,,,16.689
2012,Hours,Mothers,,,,,17.008
2013,Hours,Mothers,,,,,17.23
2014,Hours,Mothers,,,,,17.393
2015,Hours,Mothers,,,,,17.576
2016,Hours,Mothers,,,,,17.894
2017,Hours,Mothers,,,,,18.037
2018,Hours,Mothers,,,,,18.361
2019,Hours,Mothers,,,,,18.704
2020,Hours,Mothers,|,,,,18.443
2021,Hours,Mothers,|,r,,,18.892
2022,Hours,Mothers,r,,,,19.237
2023,Hours,Mothers,r,,,,19.334
2024,Hours,Mothers,p,,,,19.588
2006,Hours,Fathers,,,,,37.166
2007,Hours,Fathers,|,,,,37.723
2008,Hours,Fathers,,,,,38.093
2009,Hours,Fathers,,,,,37.84
2010,Hours,Fathers,,,,,38.05
2011,Hours,Fathers,,,,,38.648
2012,Hours,Fathers,,,,,38.766
2013,Hours,Fathers,,,,,38.466
2014,Hours,Fathers,,,,,38.201
2015,Hours,Fathers,,,,,38.048
2016,Hours,Fathers,,,,,37.898
2017,Hours,Fathers,,,,,37.623
2018,Hours,Fathers,,,,,37.581
2019,Hours,Fathers,,,,,37.587
2020,Hours,Fathers,|,,,,36.528
2021,Hours,Fathers,|,r,,,36.652
2022,Hours,Fathers,r,,,,37.1
2023,Hours,Fathers,r,,,,36.837
2024,Hours,Fathers,p,,,,36.636
2006,Hours,Difference,,,,,22.159
2007,Hours,Difference,|,,,,22.477
2008,Hours,Difference,,,,,22.583
2009,Hours,Difference,,,,,21.992
2010,Hours,Difference,,,,,21.806
2011,Hours,Difference,,,,,21.959
2012,Hours,Difference,,,,,21.758
2013,Hours,Difference,,,,,21.236
2014,Hours,Difference,,,,,20.808
2015,Hours,Difference,,,,,20.472
2016,Hours,Difference,,,,,20.004
2017,Hours,Difference,,,,,19.586
2018,Hours,Difference,,,,,19.22
2019,Hours,Difference,,,,,18.883
2020,Hours,Difference,|,,,,18.085
2021,Hours,Difference,|,r,,,17.761
2022,Hours,Difference,r,,,,17.863
2023,Hours,Difference,r,,,,17.502
2024,Hours,Difference,p,,,,17.047
2006,Hours,Mothers,,,Baden-Wuerttemberg,code08,13.78
2007,Hours,Mothers,|,,Baden-Wuerttemberg,code08,14.243
2008,Hours,Mothers,,,Baden-Wuerttemberg,code08,14.782
2009,Hours,Mothers,,,Baden-Wuerttemberg,code08,14.761
2010,Hours,Mothers,,,Baden-Wuerttemberg,code08,14.957
2011,Hours,Mothers,,,Baden-Wuerttemberg,code08,15.612
2012,Hours,Mothers,,,Baden-Wuerttemberg,code08,15.974
2013,Hours,Mothers,,,Baden-Wuerttemberg,code08,16.153
2014,Hours,Mothers,,,Baden-Wuerttemberg,code08,16.4
2015,Hours,Mothers,,,Baden-Wuerttemberg,code08,16.449
2016,Hours,Mothers,,,Baden-Wuerttemberg,code08,16.433
2017,Hours,Mothers,,,Baden-Wuerttemberg,code08,16.433
2018,Hours,Mothers,,,Baden-Wuerttemberg,code08,16.866
2019,Hours,Mothers,,,Baden-Wuerttemberg,code08,16.988
2020,Hours,Mothers,|,,Baden-Wuerttemberg,code08,16.441
2021,Hours,Mothers,|,,Baden-Wuerttemberg,code08,16.788
2022,Hours,Mothers,,,Baden-Wuerttemberg,code08,17.279
2023,Hours,Mothers,,,Baden-Wuerttemberg,code08,17.538
2024,Hours,Mothers,p,,Baden-Wuerttemberg,code08,17.847
2006,Hours,Mothers,,,Bavaria,code09,14.457
2007,Hours,Mothers,|,,Bavaria,code09,14.821
2008,Hours,Mothers,,,Bavaria,code09,15.148
2009,Hours,Mothers,,,Bavaria,code09,15.481
2010,Hours,Mothers,,,Bavaria,code09,15.749
2011,Hours,Mothers,,,Bavaria,code09,16.174
2012,Hours,Mothers,,,Bavaria,code09,16.488
2013,Hours,Mothers,,,Bavaria,code09,16.716
2014,Hours,Mothers,,,Bavaria,code09,16.878
2015,Hours,Mothers,,,Bavaria,code09,16.962
2016,Hours,Mothers,,,Bavaria,code09,17.243
2017,Hours,Mothers,,,Bavaria,code09,17.15
2018,Hours,Mothers,,,Bavaria,code09,17.262
2019,Hours,Mothers,,,Bavaria,code09,17.994
2020,Hours,Mothers,|,,Bavaria,code09,17.237
2021,Hours,Mothers,|,,Bavaria,code09,17.653
2022,Hours,Mothers,,,Bavaria,code09,18.065
2023,Hours,Mothers,,,Bavaria,code09,18.378
2024,Hours,Mothers,p,,Bavaria,code09,18.904
2006,Hours,Mothers,,,Berlin,code11,17.266
2007,Hours,Mothers,|,,Berlin,code11,17.775
2008,Hours,Mothers,,,Berlin,code11,18.023
2009,Hours,Mothers,,,Berlin,code11,18.134
2010,Hours,Mothers,,,Berlin,code11,18.368
2011,Hours,Mothers,,,Berlin,code11,18.761
2012,Hours,Mothers,,,Berlin,code11,18.953
2013,Hours,Mothers,,,Berlin,code11,18.754
2014,Hours,Mothers,,,Berlin,code11,18.56
2015,Hours,Mothers,,,Berlin,code11,18.733
2016,Hours,Mothers,,,Berlin,code11,20.433
2017,Hours,Mothers,,,Berlin,code11,20.112
2018,Hours,Mothers,,,Berlin,code11,21.071
2019,Hours,Mothers,,,Berlin,code11,21.014
2020,Hours,Mothers,|,,Berlin,code11,21.249
2021,Hours,Mothers,|,,Berlin,code11,21.683
2022,Hours,Mothers,,,Berlin,code11,21.705
2023,Hours,Mothers,,,Berlin,code11,20.925
2024,Hours,Mothers,p,,Berlin,code11,21.102
2006,Hours,Mothers,,,Brandenburg,code12,22.992
2007,Hours,Mothers,|,,Brandenburg,code12,22.868
2008,Hours,Mothers,,,Brandenburg,code12,23.329
2009,Hours,Mothers,,,Brandenburg,code12,24.388
2010,Hours,Mothers,,,Brandenburg,code12,24.665
2011,Hours,Mothers,,,Brandenburg,code12,24.502
2012,Hours,Mothers,,,Brandenburg,code12,24.04
2013,Hours,Mothers,,,Brandenburg,code12,24.407
2014,Hours,Mothers,,,Brandenburg,code12,23.926
2015,Hours,Mothers,,,Brandenburg,code12,24.478
2016,Hours,Mothers,,,Brandenburg,code12,25.726
2017,Hours,Mothers,,,Brandenburg,code12,26.279
2018,Hours,Mothers,,,Brandenburg,code12,26.326
2019,Hours,Mothers,,,Brandenburg,code12,26.828
2020,Hours,Mothers,|,,Brandenburg,code12,27.313
2021,Hours,Mothers,|,,Brandenburg,code12,28.033
2022,Hours,Mothers,,,Brandenburg,code12,27.916
2023,Hours,Mothers,,,Brandenburg,code12,27.172
2024,Hours,Mothers,p,,Brandenburg,code12,27.444
2006,Hours,Mothers,,,Bremen,code04,12.462
2007,Hours,Mothers,|,,Bremen,code04,13.508
2008,Hours,Mothers,,,Bremen,code04,13.508
2009,Hours,Mothers,,,Bremen,code04,15.362
2010,Hours,Mothers,,,Bremen,code04,14.78
2011,Hours,Mothers,,,Bremen,code04,14.102
2012,Hours,Mothers,,,Bremen,code04,14.831
2013,Hours,Mothers,,,Bremen,code04,14.898
2014,Hours,Mothers,,,Bremen,code04,13.917
2015,Hours,Mothers,,,Bremen,code04,14.328
2016,Hours,Mothers,,,Bremen,code04,14.441
2017,Hours,Mothers,,,Bremen,code04,14.85
2018,Hours,Mothers,,,Bremen,code04,14.542
2019,Hours,Mothers,,,Bremen,code04,14.3
2020,Hours,Mothers,|,,Bremen,code04,14.113
2021,Hours,Mothers,|,,Bremen,code04,14.877
2022,Hours,Mothers,,,Bremen,code04,14.818
2023,Hours,Mothers,,,Bremen,code04,14.191
2024,Hours,Mothers,p,,Bremen,code04,15.224
2006,Hours,Mothers,,,Hamburg,code02,15.143
2007,Hours,Mothers,|,,Hamburg,code02,15.018
2008,Hours,Mothers,,,Hamburg,code02,15.671
2009,Hours,Mothers,,,Hamburg,code02,15.82
2010,Hours,Mothers,,,Hamburg,code02,15.846
2011,Hours,Mothers,,,Hamburg,code02,16.772
2012,Hours,Mothers,,,Hamburg,code02,17.687
2013,Hours,Mothers,,,Hamburg,code02,17.571
2014,Hours,Mothers,,,Hamburg,code02,17.787
2015,Hours,Mothers,,,Hamburg,code02,18.512
2016,Hours,Mothers,,,Hamburg,code02,17.965
2017,Hours,Mothers,,,Hamburg,code02,18.564
2018,Hours,Mothers,,,Hamburg,code02,18.743
2019,Hours,Mothers,,,Hamburg,code02,19.723
2020,Hours,Mothers,|,,Hamburg,code02,18.929
2021,Hours,Mothers,|,,Hamburg,code02,19.111
2022,Hours,Mothers,,,Hamburg,code02,19.634
2023,Hours,Mothers,,,Hamburg,code02,19.763
2024,Hours,Mothers,p,,Hamburg,code02,19.783
2006,Hours,Mothers,,,Hesse,code06,14.147
2007,Hours,Mothers,|,,Hesse,code06,14.632
2008,Hours,Mothers,,,Hesse,code06,14.995
2009,Hours,Mothers,,,Hesse,code06,15.531
2010,Hours,Mothers,,,Hesse,code06,15.825
2011,Hours,Mothers,,,Hesse,code06,16.336
2012,Hours,Mothers,,,Hesse,code06,16.675
2013,Hours,Mothers,,,Hesse,code06,16.574
2014,Hours,Mothers,,,Hesse,code06,16.747
2015,Hours,Mothers,,,Hesse,code06,16.869
2016,Hours,Mothers,,,Hesse,code06,16.741
2017,Hours,Mothers,,,Hesse,code06,17.388
2018,Hours,Mothers,,,Hesse,code06,17.521
2019,Hours,Mothers,,,Hesse,code06,17.799
2020,Hours,Mothers,|,,Hesse,code06,17.342
2021,Hours,Mothers,|,,Hesse,code06,17.779
2022,Hours,Mothers,,,Hesse,code06,18.313
2023,Hours,Mothers,,,Hesse,code06,18.773
2024,Hours,Mothers,p,,Hesse,code06,18.87
2006,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,21.772
2007,Hours,Mothers,|,,Mecklenburg Western Pomerania,code13,20.897
2008,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,20.874
2009,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,21.285
2010,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,23.36
2011,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,23.291
2012,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,23.986
2013,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,23.479
2014,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,24.448
2015,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,24.772
2016,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,24.215
2017,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,23.789
2018,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,24.639
2019,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,25.953
2020,Hours,Mothers,|,,Mecklenburg Western Pomerania,code13,25.848
2021,Hours,Mothers,|,,Mecklenburg Western Pomerania,code13,26.193
2022,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,26.048
2023,Hours,Mothers,,,Mecklenburg Western Pomerania,code13,27.0
2024,Hours,Mothers,p,,Mecklenburg Western Pomerania,code13,26.55
2006,Hours,Mothers,,,Lower Saxony,code03,13.133
2007,Hours,Mothers,|,,Lower Saxony,code03,13.804
2008,Hours,Mothers,,,Lower Saxony,code03,14.052
2009,Hours,Mothers,,,Lower Saxony,code03,14.752
2010,Hours,Mothers,,,Lower Saxony,code03,15.557
2011,Hours,Mothers,,,Lower Saxony,code03,15.764
2012,Hours,Mothers,,,Lower Saxony,code03,15.799
2013,Hours,Mothers,,,Lower Saxony,code03,16.047
2014,Hours,Mothers,,,Lower Saxony,code03,16.063
2015,Hours,Mothers,,,Lower Saxony,code03,16.35
2016,Hours,Mothers,,,Lower Saxony,code03,16.779
2017,Hours,Mothers,,,Lower Saxony,code03,16.914
2018,Hours,Mothers,,,Lower Saxony,code03,17.376
2019,Hours,Mothers,,,Lower Saxony,code03,17.398
2020,Hours,Mothers,|,,Lower Saxony,code03,17.011
2021,Hours,Mothers,|,,Lower Saxony,code03,17.594
2022,Hours,Mothers,,,Lower Saxony,code03,18.227
2023,Hours,Mothers,,,Lower Saxony,code03,18.1
2024,Hours,Mothers,p,,Lower Saxony,code03,18.395
2006,Hours,Mothers,,,North Rhine-Westphalia,code05,12.942
2007,Hours,Mothers,|,,North Rhine-Westphalia,code05,13.118
2008,Hours,Mothers,,,North Rhine-Westphalia,code05,13.338
2009,Hours,Mothers,,,North Rhine-Westphalia,code05,13.632
2010,Hours,Mothers,,,North Rhine-Westphalia,code05,13.847
2011,Hours,Mothers,,,North Rhine-Westphalia,code05,14.306
2012,Hours,Mothers,,,North Rhine-Westphalia,code05,14.57
2013,Hours,Mothers,,,North Rhine-Westphalia,code05,14.983
2014,Hours,Mothers,,,North Rhine-Westphalia,code05,15.038
2015,Hours,Mothers,,,North Rhine-Westphalia,code05,15.367
2016,Hours,Mothers,,,North Rhine-Westphalia,code05,15.46
2017,Hours,Mothers,,,North Rhine-Westphalia,code05,15.673
2018,Hours,Mothers,,,North Rhine-Westphalia,code05,16.02
2019,Hours,Mothers,,,North Rhine-Westphalia,code05,16.214
2020,Hours,Mothers,|,,North Rhine-Westphalia,code05,16.32
2021,Hours,Mothers,|,,North Rhine-Westphalia,code05,16.755
2022,Hours,Mothers,,,North Rhine-Westphalia,code05,17.173
2023,Hours,Mothers,,,North Rhine-Westphalia,code05,17.427
2024,Hours,Mothers,p,,North Rhine-Westphalia,code05,17.647
2006,Hours,Mothers,,,Rhineland Palatinate,code07,14.667
2007,Hours,Mothers,|,,Rhineland Palatinate,code07,14.564
2008,Hours,Mothers,,,Rhineland Palatinate,code07,14.765
2009,Hours,Mothers,,,Rhineland Palatinate,code07,15.17
2010,Hours,Mothers,,,Rhineland Palatinate,code07,15.322
2011,Hours,Mothers,,,Rhineland Palatinate,code07,15.663
2012,Hours,Mothers,,,Rhineland Palatinate,code07,15.918
2013,Hours,Mothers,,,Rhineland Palatinate,code07,16.434
