Year,Units,Time series,Länder,GeoCode,COMMENT_OBS_0,Sex,Value
2015,Number,Students from other developing and emerging countries,Brandenburg,code12,,,3462.0
2016,Number,Students from other developing and emerging countries,Brandenburg,code12,,,3827.0
2017,Number,Students from other developing and emerging countries,Brandenburg,code12,,,4263.0
2018,Number,Students from other developing and emerging countries,Brandenburg,code12,,,4618.0
2019,Number,Students from other developing and emerging countries,Brandenburg,code12,,,4978.0
2020,Number,Students from other developing and emerging countries,Brandenburg,code12,,,5143.0
2021,Number,Students from other developing and emerging countries,Brandenburg,code12,,,5748.0
2022,Number,Students from other developing and emerging countries,Brandenburg,code12,,,6933.0
2023,Number,Students from other developing and emerging countries,Brandenburg,code12,,,7798.0
2024,Number,Students from other developing and emerging countries,Brandenburg,code12,,,9371.0
2005,Number,Students from other developing and emerging countries,Bremen,code04,,,3751.0
2006,Number,Students from other developing and emerging countries,Bremen,code04,,,3484.0
2007,Number,Students from other developing and emerging countries,Bremen,code04,,,3339.0
2008,Number,Students from other developing and emerging countries,Bremen,code04,,,3236.0
2009,Number,Students from other developing and emerging countries,Bremen,code04,,,3109.0
2010,Number,Students from other developing and emerging countries,Bremen,code04,,,2958.0
2011,Number,Students from other developing and emerging countries,Bremen,code04,,,2961.0
2012,Number,Students from other developing and emerging countries,Bremen,code04,,,2993.0
2013,Number,Students from other developing and emerging countries,Bremen,code04,,,3119.0
2014,Number,Students from other developing and emerging countries,Bremen,code04,,,3305.0
2015,Number,Students from other developing and emerging countries,Bremen,code04,,,3385.0
2016,Number,Students from other developing and emerging countries,Bremen,code04,,,3555.0
2017,Number,Students from other developing and emerging countries,Bremen,code04,,,3985.0
2018,Number,Students from other developing and emerging countries,Bremen,code04,,,4150.0
2019,Number,Students from other developing and emerging countries,Bremen,code04,,,4500.0
2020,Number,Students from other developing and emerging countries,Bremen,code04,,,4628.0
2021,Number,Students from other developing and emerging countries,Bremen,code04,,,4745.0
2022,Number,Students from other developing and emerging countries,Bremen,code04,,,4869.0
2023,Number,Students from other developing and emerging countries,Bremen,code04,,,5064.0
2024,Number,Students from other developing and emerging countries,Bremen,code04,,,5510.0
2005,Number,Students from other developing and emerging countries,Hamburg,code02,,,4837.0
2006,Number,Students from other developing and emerging countries,Hamburg,code02,,,4860.0
2007,Number,Students from other developing and emerging countries,Hamburg,code02,,,4484.0
2008,Number,Students from other developing and emerging countries,Hamburg,code02,,,4496.0
2009,Number,Students from other developing and emerging countries,Hamburg,code02,,,4606.0
2010,Number,Students from other developing and emerging countries,Hamburg,code02,,,4757.0
2011,Number,Students from other developing and emerging countries,Hamburg,code02,,,4978.0
2012,Number,Students from other developing and emerging countries,Hamburg,code02,,,5344.0
2013,Number,Students from other developing and emerging countries,Hamburg,code02,,,5471.0
2014,Number,Students from other developing and emerging countries,Hamburg,code02,,,5623.0
2015,Number,Students from other developing and emerging countries,Hamburg,code02,,,5970.0
2016,Number,Students from other developing and emerging countries,Hamburg,code02,,,6349.0
2017,Number,Students from other developing and emerging countries,Hamburg,code02,,,6778.0
2018,Number,Students from other developing and emerging countries,Hamburg,code02,,,7608.0
2019,Number,Students from other developing and emerging countries,Hamburg,code02,,,7888.0
2020,Number,Students from other developing and emerging countries,Hamburg,code02,,,8046.0
2021,Number,Students from other developing and emerging countries,Hamburg,code02,,,8782.0
2022,Number,Students from other developing and emerging countries,Hamburg,code02,,,9425.0
2023,Number,Students from other developing and emerging countries,Hamburg,code02,,,9642.0
2024,Number,Students from other developing and emerging countries,Hamburg,code02,,,10421.0
2005,Number,Students from other developing and emerging countries,Hesse,code06,,,13808.0
2006,Number,Students from other developing and emerging countries,Hesse,code06,,,13737.0
2007,Number,Students from other developing and emerging countries,Hesse,code06,,,12328.0
2008,Number,Students from other developing and emerging countries,Hesse,code06,,,14027.0
2009,Number,Students from other developing and emerging countries,Hesse,code06,,,15436.0
2010,Number,Students from other developing and emerging countries,Hesse,code06,,,16660.0
2011,Number,Students from other developing and emerging countries,Hesse,code06,,,16633.0
2012,Number,Students from other developing and emerging countries,Hesse,code06,,,17584.0
2013,Number,Students from other developing and emerging countries,Hesse,code06,,,18830.0
2014,Number,Students from other developing and emerging countries,Hesse,code06,,,19958.0
2015,Number,Students from other developing and emerging countries,Hesse,code06,,,21090.0
2016,Number,Students from other developing and emerging countries,Hesse,code06,,,22111.0
2017,Number,Students from other developing and emerging countries,Hesse,code06,,,23165.0
2018,Number,Students from other developing and emerging countries,Hesse,code06,,,24689.0
2019,Number,Students from other developing and emerging countries,Hesse,code06,,,25741.0
2020,Number,Students from other developing and emerging countries,Hesse,code06,,,26496.0
2021,Number,Students from other developing and emerging countries,Hesse,code06,,,26581.0
2022,Number,Students from other developing and emerging countries,Hesse,code06,,,27319.0
2023,Number,Students from other developing and emerging countries,Hesse,code06,,,27666.0
2024,Number,Students from other developing and emerging countries,Hesse,code06,,,29335.0
2005,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1071.0
2006,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1056.0
2007,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1063.0
2008,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1028.0
2009,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1105.0
2010,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1160.0
2011,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1160.0
2012,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1188.0
2013,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1329.0
2014,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1437.0
2015,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1664.0
2016,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,1955.0
2017,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,2406.0
2018,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,2691.0
2019,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,2785.0
2020,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,2875.0
2021,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,2951.0
2022,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,3031.0
2023,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,2849.0
2024,Number,Students from other developing and emerging countries,Mecklenburg Western Pomerania,code13,,,2763.0
2005,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,10134.0
2006,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,9857.0
2007,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,9224.0
2008,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,9284.0
2009,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,9243.0
2010,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,9143.0
2011,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,9105.0
2012,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,9668.0
2013,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,10475.0
2014,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,11479.0
2015,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,12813.0
2016,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,13967.0
2017,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,15599.0
2018,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,17043.0
2019,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,18259.0
2020,Number,Students from other developing and emerging countries,Lower Saxony,code03,,,18710.0
