Year,Units,Time series,Länder,GeoCode,COMMENT_OBS_0,Sex,Value
2006,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,148.0
2007,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,129.0
2008,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,147.0
2009,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,149.0
2010,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,180.0
2011,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,191.0
2012,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,201.0
2013,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,204.0
2014,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,207.0
2015,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,218.0
2016,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,235.0
2017,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,279.0
2018,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,326.0
2019,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,361.0
2020,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,391.0
2021,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,457.0
2022,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,479.0
2023,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,516.0
2024,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,,,587.0
2005,Number,Researchers from other developing and emerging countries,Thuringia,code16,.,,
2006,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,146.0
2007,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,167.0
2008,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,194.0
2009,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,264.0
2010,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,313.0
2011,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,348.0
2012,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,387.0
2013,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,417.0
2014,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,457.0
2015,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,498.0
2016,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,452.0
2017,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,518.0
2018,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,594.0
2019,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,665.0
2020,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,855.0
2021,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,959.0
2022,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,1062.0
2023,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,1086.0
2024,Number,Researchers from other developing and emerging countries,Thuringia,code16,,,1097.0
2005,Number,Students from LDCs,,,,Female,1085.0
2006,Number,Students from LDCs,,,,Female,1096.0
2007,Number,Students from LDCs,,,,Female,1070.0
2008,Number,Students from LDCs,,,,Female,1207.0
2009,Number,Students from LDCs,,,,Female,1349.0
2010,Number,Students from LDCs,,,,Female,1503.0
2011,Number,Students from LDCs,,,,Female,1702.0
2012,Number,Students from LDCs,,,,Female,1837.0
2013,Number,Students from LDCs,,,,Female,2009.0
2014,Number,Students from LDCs,,,,Female,2218.0
2015,Number,Students from LDCs,,,,Female,2361.0
2016,Number,Students from LDCs,,,,Female,2478.0
2017,Number,Students from LDCs,,,,Female,2695.0
2018,Number,Students from LDCs,,,,Female,3060.0
2019,Number,Students from LDCs,,,,Female,3540.0
2020,Number,Students from LDCs,,,,Female,4112.0
2021,Number,Students from LDCs,,,,Female,4861.0
2022,Number,Students from LDCs,,,,Female,5462.0
2023,Number,Students from LDCs,,,,Female,6079.0
2024,Number,Students from LDCs,,,,Female,7031.0
2005,Number,Students from LDCs,,,,Male,3875.0
2006,Number,Students from LDCs,,,,Male,3916.0
2007,Number,Students from LDCs,,,,Male,3863.0
2008,Number,Students from LDCs,,,,Male,4124.0
2009,Number,Students from LDCs,,,,Male,4389.0
2010,Number,Students from LDCs,,,,Male,4797.0
2011,Number,Students from LDCs,,,,Male,5223.0
2012,Number,Students from LDCs,,,,Male,5740.0
2013,Number,Students from LDCs,,,,Male,6339.0
2014,Number,Students from LDCs,,,,Male,7026.0
2015,Number,Students from LDCs,,,,Male,7385.0
2016,Number,Students from LDCs,,,,Male,7641.0
2017,Number,Students from LDCs,,,,Male,7881.0
2018,Number,Students from LDCs,,,,Male,8465.0
2019,Number,Students from LDCs,,,,Male,9527.0
2020,Number,Students from LDCs,,,,Male,10943.0
2021,Number,Students from LDCs,,,,Male,12252.0
2022,Number,Students from LDCs,,,,Male,12853.0
2023,Number,Students from LDCs,,,,Male,13426.0
2024,Number,Students from LDCs,,,,Male,14996.0
2005,Number,Students from other developing and emerging countries,,,,Female,55032.0
2006,Number,Students from other developing and emerging countries,,,,Female,55810.0
2007,Number,Students from other developing and emerging countries,,,,Female,54062.0
2008,Number,Students from other developing and emerging countries,,,,Female,56148.0
2009,Number,Students from other developing and emerging countries,,,,Female,58513.0
2010,Number,Students from other developing and emerging countries,,,,Female,61194.0
2011,Number,Students from other developing and emerging countries,,,,Female,63412.0
2012,Number,Students from other developing and emerging countries,,,,Female,68225.0
2013,Number,Students from other developing and emerging countries,,,,Female,74244.0
2014,Number,Students from other developing and emerging countries,,,,Female,79431.0
2015,Number,Students from other developing and emerging countries,,,,Female,85278.0
2016,Number,Students from other developing and emerging countries,,,,Female,91480.0
2017,Number,Students from other developing and emerging countries,,,,Female,96586.0
2018,Number,Students from other developing and emerging countries,,,,Female,102434.0
2019,Number,Students from other developing and emerging countries,,,,Female,107584.0
2020,Number,Students from other developing and emerging countries,,,,Female,110196.0
2021,Number,Students from other developing and emerging countries,,,,Female,115942.0
2022,Number,Students from other developing and emerging countries,,,,Female,122686.0
2023,Number,Students from other developing and emerging countries,,,,Female,127906.0
2024,Number,Students from other developing and emerging countries,,,,Female,135579.0
2005,Number,Students from other developing and emerging countries,,,,Male,74470.0
2006,Number,Students from other developing and emerging countries,,,,Male,73821.0
2007,Number,Students from other developing and emerging countries,,,,Male,70119.0
2008,Number,Students from other developing and emerging countries,,,,Male,70919.0
2009,Number,Students from other developing and emerging countries,,,,Male,73120.0
2010,Number,Students from other developing and emerging countries,,,,Male,75251.0
2011,Number,Students from other developing and emerging countries,,,,Male,76892.0
2012,Number,Students from other developing and emerging countries,,,,Male,82655.0
2013,Number,Students from other developing and emerging countries,,,,Male,89854.0
2014,Number,Students from other developing and emerging countries,,,,Male,97337.0
2015,Number,Students from other developing and emerging countries,,,,Male,105125.0
2016,Number,Students from other developing and emerging countries,,,,Male,113215.0
2017,Number,Students from other developing and emerging countries,,,,Male,122721.0
2018,Number,Students from other developing and emerging countries,,,,Male,134175.0
2019,Number,Students from other developing and emerging countries,,,,Male,143904.0
2020,Number,Students from other developing and emerging countries,,,,Male,149803.0
2021,Number,Students from other developing and emerging countries,,,,Male,157398.0
2022,Number,Students from other developing and emerging countries,,,,Male,165900.0
2023,Number,Students from other developing and emerging countries,,,,Male,171252.0
2024,Number,Students from other developing and emerging countries,,,,Male,182370.0
