Year,Units,Bundesland,Kreis,GeoCode,Value
2000,1 000 eur,,"bremerhaven, stadt",code04012,24.7
2001,1 000 eur,,"bremerhaven, stadt",code04012,25.3
2002,1 000 eur,,"bremerhaven, stadt",code04012,25.5
2003,1 000 eur,,"bremerhaven, stadt",code04012,27.3
2004,1 000 eur,,"bremerhaven, stadt",code04012,27.1
2005,1 000 eur,,"bremerhaven, stadt",code04012,29.2
2006,1 000 eur,,"bremerhaven, stadt",code04012,30.9
2007,1 000 eur,,"bremerhaven, stadt",code04012,31.4
2008,1 000 eur,,"bremerhaven, stadt",code04012,31.6
2009,1 000 eur,,"bremerhaven, stadt",code04012,33.2
2010,1 000 eur,,"bremerhaven, stadt",code04012,34.2
2011,1 000 eur,,"bremerhaven, stadt",code04012,35.5
2012,1 000 eur,,"bremerhaven, stadt",code04012,34.7
2013,1 000 eur,,"bremerhaven, stadt",code04012,33.1
2014,1 000 eur,,"bremerhaven, stadt",code04012,33.4
2015,1 000 eur,,"bremerhaven, stadt",code04012,33.8
2016,1 000 eur,,"bremerhaven, stadt",code04012,34.8
2017,1 000 eur,,"bremerhaven, stadt",code04012,36.6
2000,1 000 eur,,hamburg,code02000,46.7
2001,1 000 eur,,hamburg,code02000,49.1
2002,1 000 eur,,hamburg,code02000,49.9
2003,1 000 eur,,hamburg,code02000,50.1
2004,1 000 eur,,hamburg,code02000,51.2
2005,1 000 eur,,hamburg,code02000,52.3
2006,1 000 eur,,hamburg,code02000,52.9
2007,1 000 eur,,hamburg,code02000,54.5
2008,1 000 eur,,hamburg,code02000,55.9
2009,1 000 eur,,hamburg,code02000,54.0
2010,1 000 eur,,hamburg,code02000,55.6
2011,1 000 eur,,hamburg,code02000,56.0
2012,1 000 eur,,hamburg,code02000,56.8
2013,1 000 eur,,hamburg,code02000,58.7
2014,1 000 eur,,hamburg,code02000,59.8
2015,1 000 eur,,hamburg,code02000,62.2
2016,1 000 eur,,hamburg,code02000,62.1
2017,1 000 eur,,hamburg,code02000,63.9
2000,1 000 eur,,"darmstadt, stadt",code06411,52.6
2001,1 000 eur,,"darmstadt, stadt",code06411,56.0
2002,1 000 eur,,"darmstadt, stadt",code06411,57.4
2003,1 000 eur,,"darmstadt, stadt",code06411,55.6
2004,1 000 eur,,"darmstadt, stadt",code06411,58.2
2005,1 000 eur,,"darmstadt, stadt",code06411,58.2
2006,1 000 eur,,"darmstadt, stadt",code06411,59.4
2007,1 000 eur,,"darmstadt, stadt",code06411,59.8
2008,1 000 eur,,"darmstadt, stadt",code06411,61.2
2009,1 000 eur,,"darmstadt, stadt",code06411,60.8
2010,1 000 eur,,"darmstadt, stadt",code06411,62.4
2011,1 000 eur,,"darmstadt, stadt",code06411,65.4
2012,1 000 eur,,"darmstadt, stadt",code06411,65.2
2013,1 000 eur,,"darmstadt, stadt",code06411,67.0
2014,1 000 eur,,"darmstadt, stadt",code06411,67.4
2015,1 000 eur,,"darmstadt, stadt",code06411,42.7
2016,1 000 eur,,"darmstadt, stadt",code06411,75.0
2017,1 000 eur,,"darmstadt, stadt",code06411,78.0
2000,1 000 eur,,"frankfurt am main, stadt",code06412,78.3
2001,1 000 eur,,"frankfurt am main, stadt",code06412,82.7
2002,1 000 eur,,"frankfurt am main, stadt",code06412,82.9
2003,1 000 eur,,"frankfurt am main, stadt",code06412,84.2
2004,1 000 eur,,"frankfurt am main, stadt",code06412,85.3
2005,1 000 eur,,"frankfurt am main, stadt",code06412,85.2
2006,1 000 eur,,"frankfurt am main, stadt",code06412,88.0
2007,1 000 eur,,"frankfurt am main, stadt",code06412,89.9
2008,1 000 eur,,"frankfurt am main, stadt",code06412,91.5
2009,1 000 eur,,"frankfurt am main, stadt",code06412,86.9
2010,1 000 eur,,"frankfurt am main, stadt",code06412,86.8
2011,1 000 eur,,"frankfurt am main, stadt",code06412,87.6
2012,1 000 eur,,"frankfurt am main, stadt",code06412,88.4
2013,1 000 eur,,"frankfurt am main, stadt",code06412,89.9
2014,1 000 eur,,"frankfurt am main, stadt",code06412,91.8
2015,1 000 eur,,"frankfurt am main, stadt",code06412,42.7
2016,1 000 eur,,"frankfurt am main, stadt",code06412,92.2
2017,1 000 eur,,"frankfurt am main, stadt",code06412,93.1
2000,1 000 eur,,"offenbach am main, stadt",code06413,37.4
2001,1 000 eur,,"offenbach am main, stadt",code06413,38.1
2002,1 000 eur,,"offenbach am main, stadt",code06413,37.1
2003,1 000 eur,,"offenbach am main, stadt",code06413,37.0
2004,1 000 eur,,"offenbach am main, stadt",code06413,37.7
2005,1 000 eur,,"offenbach am main, stadt",code06413,37.2
2006,1 000 eur,,"offenbach am main, stadt",code06413,37.0
2007,1 000 eur,,"offenbach am main, stadt",code06413,37.7
2008,1 000 eur,,"offenbach am main, stadt",code06413,37.3
2009,1 000 eur,,"offenbach am main, stadt",code06413,35.7
2010,1 000 eur,,"offenbach am main, stadt",code06413,37.7
2011,1 000 eur,,"offenbach am main, stadt",code06413,36.8
2012,1 000 eur,,"offenbach am main, stadt",code06413,37.3
2013,1 000 eur,,"offenbach am main, stadt",code06413,36.7
2014,1 000 eur,,"offenbach am main, stadt",code06413,37.2
2015,1 000 eur,,"offenbach am main, stadt",code06413,42.7
2016,1 000 eur,,"offenbach am main, stadt",code06413,36.8
2017,1 000 eur,,"offenbach am main, stadt",code06413,36.8
2000,1 000 eur,,"wiesbaden, stadt",code06414,44.9
2001,1 000 eur,,"wiesbaden, stadt",code06414,46.1
2002,1 000 eur,,"wiesbaden, stadt",code06414,46.1
2003,1 000 eur,,"wiesbaden, stadt",code06414,48.9
2004,1 000 eur,,"wiesbaden, stadt",code06414,49.2
2005,1 000 eur,,"wiesbaden, stadt",code06414,49.2
2006,1 000 eur,,"wiesbaden, stadt",code06414,50.7
2007,1 000 eur,,"wiesbaden, stadt",code06414,53.0
2008,1 000 eur,,"wiesbaden, stadt",code06414,53.1
2009,1 000 eur,,"wiesbaden, stadt",code06414,52.2
2010,1 000 eur,,"wiesbaden, stadt",code06414,53.5
2011,1 000 eur,,"wiesbaden, stadt",code06414,54.4
2012,1 000 eur,,"wiesbaden, stadt",code06414,55.3
2013,1 000 eur,,"wiesbaden, stadt",code06414,56.6
2014,1 000 eur,,"wiesbaden, stadt",code06414,59.3
2015,1 000 eur,,"wiesbaden, stadt",code06414,42.7
2016,1 000 eur,,"wiesbaden, stadt",code06414,62.4
2017,1 000 eur,,"wiesbaden, stadt",code06414,64.7
2000,1 000 eur,,bergstraße,code06431,21.2
2001,1 000 eur,,bergstraße,code06431,22.4
2002,1 000 eur,,bergstraße,code06431,22.7
2003,1 000 eur,,bergstraße,code06431,24.0
2004,1 000 eur,,bergstraße,code06431,25.3
2005,1 000 eur,,bergstraße,code06431,26.2
2006,1 000 eur,,bergstraße,code06431,25.7
2007,1 000 eur,,bergstraße,code06431,26.7
2008,1 000 eur,,bergstraße,code06431,27.6
2009,1 000 eur,,bergstraße,code06431,25.1
2010,1 000 eur,,bergstraße,code06431,27.0
2011,1 000 eur,,bergstraße,code06431,27.4
2012,1 000 eur,,bergstraße,code06431,28.4
2013,1 000 eur,,bergstraße,code06431,28.7
2014,1 000 eur,,bergstraße,code06431,28.6
2015,1 000 eur,,bergstraße,code06431,42.7
2016,1 000 eur,,bergstraße,code06431,29.6
2017,1 000 eur,,bergstraße,code06431,30.2
2000,1 000 eur,,darmstadt-dieburg,code06432,18.3
2001,1 000 eur,,darmstadt-dieburg,code06432,19.1
2002,1 000 eur,,darmstadt-dieburg,code06432,19.5
2003,1 000 eur,,darmstadt-dieburg,code06432,19.4
2004,1 000 eur,,darmstadt-dieburg,code06432,19.7
2005,1 000 eur,,darmstadt-dieburg,code06432,19.6
2006,1 000 eur,,darmstadt-dieburg,code06432,20.4
2007,1 000 eur,,darmstadt-dieburg,code06432,21.9
2008,1 000 eur,,darmstadt-dieburg,code06432,22.6
2009,1 000 eur,,darmstadt-dieburg,code06432,21.0
2010,1 000 eur,,darmstadt-dieburg,code06432,22.8
2011,1 000 eur,,darmstadt-dieburg,code06432,24.3
2012,1 000 eur,,darmstadt-dieburg,code06432,24.4
2013,1 000 eur,,darmstadt-dieburg,code06432,24.5
2014,1 000 eur,,darmstadt-dieburg,code06432,25.9
2015,1 000 eur,,darmstadt-dieburg,code06432,42.7
2016,1 000 eur,,darmstadt-dieburg,code06432,26.9
2017,1 000 eur,,darmstadt-dieburg,code06432,28.3
2000,1 000 eur,,groß-gerau,code06433,36.1
2001,1 000 eur,,groß-gerau,code06433,34.1
2002,1 000 eur,,groß-gerau,code06433,34.8
2003,1 000 eur,,groß-gerau,code06433,36.3
2004,1 000 eur,,groß-gerau,code06433,36.0
2005,1 000 eur,,groß-gerau,code06433,35.8
2006,1 000 eur,,groß-gerau,code06433,37.8
2007,1 000 eur,,groß-gerau,code06433,39.0
2008,1 000 eur,,groß-gerau,code06433,37.2
2009,1 000 eur,,groß-gerau,code06433,34.5
2010,1 000 eur,,groß-gerau,code06433,36.5
2011,1 000 eur,,groß-gerau,code06433,40.6
2012,1 000 eur,,groß-gerau,code06433,37.0
2013,1 000 eur,,groß-gerau,code06433,37.2
2014,1 000 eur,,groß-gerau,code06433,41.0
2015,1 000 eur,,groß-gerau,code06433,42.7
2016,1 000 eur,,groß-gerau,code06433,44.8
2017,1 000 eur,,groß-gerau,code06433,45.7
2000,1 000 eur,,hochtaunuskreis,code06434,36.8
2001,1 000 eur,,hochtaunuskreis,code06434,37.8
2002,1 000 eur,,hochtaunuskreis,code06434,38.2
2003,1 000 eur,,hochtaunuskreis,code06434,39.0
2004,1 000 eur,,hochtaunuskreis,code06434,39.2
2005,1 000 eur,,hochtaunuskreis,code06434,40.5
2006,1 000 eur,,hochtaunuskreis,code06434,42.9
2007,1 000 eur,,hochtaunuskreis,code06434,46.0
2008,1 000 eur,,hochtaunuskreis,code06434,45.3
2009,1 000 eur,,hochtaunuskreis,code06434,41.3
2010,1 000 eur,,hochtaunuskreis,code06434,42.6
2011,1 000 eur,,hochtaunuskreis,code06434,40.2
2012,1 000 eur,,hochtaunuskreis,code06434,40.5
2013,1 000 eur,,hochtaunuskreis,code06434,40.7
2014,1 000 eur,,hochtaunuskreis,code06434,42.1
2015,1 000 eur,,hochtaunuskreis,code06434,42.7
2016,1 000 eur,,hochtaunuskreis,code06434,43.8
2017,1 000 eur,,hochtaunuskreis,code06434,46.2
2000,1 000 eur,,main-kinzig-kreis,code06435,24.6
2001,1 000 eur,,main-kinzig-kreis,code06435,25.5
2002,1 000 eur,,main-kinzig-kreis,code06435,25.1
2003,1 000 eur,,main-kinzig-kreis,code06435,26.1
2004,1 000 eur,,main-kinzig-kreis,code06435,25.3
2005,1 000 eur,,main-kinzig-kreis,code06435,25.7
2006,1 000 eur,,main-kinzig-kreis,code06435,27.2
2007,1 000 eur,,main-kinzig-kreis,code06435,27.7
2008,1 000 eur,,main-kinzig-kreis,code06435,27.6
2009,1 000 eur,,main-kinzig-kreis,code06435,27.1
2010,1 000 eur,,main-kinzig-kreis,code06435,28.8
2011,1 000 eur,,main-kinzig-kreis,code06435,30.8
2012,1 000 eur,,main-kinzig-kreis,code06435,30.9
2013,1 000 eur,,main-kinzig-kreis,code06435,30.6
2014,1 000 eur,,main-kinzig-kreis,code06435,31.2
2015,1 000 eur,,main-kinzig-kreis,code06435,42.7
2016,1 000 eur,,main-kinzig-kreis,code06435,33.3
2017,1 000 eur,,main-kinzig-kreis,code06435,34.2
2000,1 000 eur,,main-taunus-kreis,code06436,44.0
2001,1 000 eur,,main-taunus-kreis,code06436,45.9
2002,1 000 eur,,main-taunus-kreis,code06436,41.8
2003,1 000 eur,,main-taunus-kreis,code06436,42.9
2004,1 000 eur,,main-taunus-kreis,code06436,43.1
2005,1 000 eur,,main-taunus-kreis,code06436,42.3
2006,1 000 eur,,main-taunus-kreis,code06436,43.7
2007,1 000 eur,,main-taunus-kreis,code06436,46.9
2008,1 000 eur,,main-taunus-kreis,code06436,48.2
2009,1 000 eur,,main-taunus-kreis,code06436,45.0
2010,1 000 eur,,main-taunus-kreis,code06436,45.1
2011,1 000 eur,,main-taunus-kreis,code06436,48.9
2012,1 000 eur,,main-taunus-kreis,code06436,47.9
2013,1 000 eur,,main-taunus-kreis,code06436,47.6
2014,1 000 eur,,main-taunus-kreis,code06436,49.0
2015,1 000 eur,,main-taunus-kreis,code06436,42.7
2016,1 000 eur,,main-taunus-kreis,code06436,52.0
2017,1 000 eur,,main-taunus-kreis,code06436,52.0
2000,1 000 eur,,odenwaldkreis,code06437,18.0
2001,1 000 eur,,odenwaldkreis,code06437,18.8
2002,1 000 eur,,odenwaldkreis,code06437,19.3
2003,1 000 eur,,odenwaldkreis,code06437,19.5
2004,1 000 eur,,odenwaldkreis,code06437,21.0
2005,1 000 eur,,odenwaldkreis,code06437,20.9
2006,1 000 eur,,odenwaldkreis,code06437,20.8
2007,1 000 eur,,odenwaldkreis,code06437,21.7
2008,1 000 eur,,odenwaldkreis,code06437,21.4
2009,1 000 eur,,odenwaldkreis,code06437,19.9
2010,1 000 eur,,odenwaldkreis,code06437,21.9
2011,1 000 eur,,odenwaldkreis,code06437,23.5
2012,1 000 eur,,odenwaldkreis,code06437,23.5
2013,1 000 eur,,odenwaldkreis,code06437,23.7
2014,1 000 eur,,odenwaldkreis,code06437,25.1
2015,1 000 eur,,odenwaldkreis,code06437,42.7
2016,1 000 eur,,odenwaldkreis,code06437,26.8
2017,1 000 eur,,odenwaldkreis,code06437,26.9
2000,1 000 eur,,offenbach,code06438,26.7
2001,1 000 eur,,offenbach,code06438,27.2
2002,1 000 eur,,offenbach,code06438,28.0
2003,1 000 eur,,offenbach,code06438,29.4
2004,1 000 eur,,offenbach,code06438,29.4
2005,1 000 eur,,offenbach,code06438,30.3
2006,1 000 eur,,offenbach,code06438,31.1
2007,1 000 eur,,offenbach,code06438,32.6
2008,1 000 eur,,offenbach,code06438,32.7
2009,1 000 eur,,offenbach,code06438,33.2
2010,1 000 eur,,offenbach,code06438,34.7
2011,1 000 eur,,offenbach,code06438,35.6
2012,1 000 eur,,offenbach,code06438,35.4
2013,1 000 eur,,offenbach,code06438,36.9
2014,1 000 eur,,offenbach,code06438,36.6
2015,1 000 eur,,offenbach,code06438,42.7
2016,1 000 eur,,offenbach,code06438,42.4
2017,1 000 eur,,offenbach,code06438,43.7
2000,1 000 eur,,rheingau-taunus-kreis,code06439,17.9
2001,1 000 eur,,rheingau-taunus-kreis,code06439,18.2
2002,1 000 eur,,rheingau-taunus-kreis,code06439,18.5
2003,1 000 eur,,rheingau-taunus-kreis,code06439,19.0
2004,1 000 eur,,rheingau-taunus-kreis,code06439,19.8
2005,1 000 eur,,rheingau-taunus-kreis,code06439,19.9
2006,1 000 eur,,rheingau-taunus-kreis,code06439,20.0
2007,1 000 eur,,rheingau-taunus-kreis,code06439,21.0
2008,1 000 eur,,rheingau-taunus-kreis,code06439,21.5
2009,1 000 eur,,rheingau-taunus-kreis,code06439,19.8
2010,1 000 eur,,rheingau-taunus-kreis,code06439,20.7
2011,1 000 eur,,rheingau-taunus-kreis,code06439,21.7
2012,1 000 eur,,rheingau-taunus-kreis,code06439,22.1
2013,1 000 eur,,rheingau-taunus-kreis,code06439,22.4
2014,1 000 eur,,rheingau-taunus-kreis,code06439,23.0
2015,1 000 eur,,rheingau-taunus-kreis,code06439,42.7
2016,1 000 eur,,rheingau-taunus-kreis,code06439,24.2
2017,1 000 eur,,rheingau-taunus-kreis,code06439,25.1
2000,1 000 eur,,wetteraukreis,code06440,19.0
2001,1 000 eur,,wetteraukreis,code06440,20.1
2002,1 000 eur,,wetteraukreis,code06440,20.5
2003,1 000 eur,,wetteraukreis,code06440,21.4
2004,1 000 eur,,wetteraukreis,code06440,22.0
2005,1 000 eur,,wetteraukreis,code06440,22.4
2006,1 000 eur,,wetteraukreis,code06440,22.8
2007,1 000 eur,,wetteraukreis,code06440,23.9
2008,1 000 eur,,wetteraukreis,code06440,24.5
2009,1 000 eur,,wetteraukreis,code06440,22.8
2010,1 000 eur,,wetteraukreis,code06440,24.0
2011,1 000 eur,,wetteraukreis,code06440,25.3
2012,1 000 eur,,wetteraukreis,code06440,25.7
2013,1 000 eur,,wetteraukreis,code06440,26.0
2014,1 000 eur,,wetteraukreis,code06440,27.2
2015,1 000 eur,,wetteraukreis,code06440,42.7
2016,1 000 eur,,wetteraukreis,code06440,28.4
2017,1 000 eur,,wetteraukreis,code06440,29.6
2000,1 000 eur,,gießen,code06531,27.2
2001,1 000 eur,,gießen,code06531,28.3
2002,1 000 eur,,gießen,code06531,28.5
2003,1 000 eur,,gießen,code06531,28.7
2004,1 000 eur,,gießen,code06531,29.0
2005,1 000 eur,,gießen,code06531,28.9
2006,1 000 eur,,gießen,code06531,29.9
2007,1 000 eur,,gießen,code06531,31.4
2008,1 000 eur,,gießen,code06531,32.0
2009,1 000 eur,,gießen,code06531,29.1
2010,1 000 eur,,gießen,code06531,30.2
2011,1 000 eur,,gießen,code06531,31.0
2012,1 000 eur,,gießen,code06531,31.1
2013,1 000 eur,,gießen,code06531,31.1
2014,1 000 eur,,gießen,code06531,32.6
2015,1 000 eur,,gießen,code06531,42.7
2016,1 000 eur,,gießen,code06531,34.4
2017,1 000 eur,,gießen,code06531,35.0
2000,1 000 eur,,lahn-dill-kreis,code06532,23.3
2001,1 000 eur,,lahn-dill-kreis,code06532,23.2
2002,1 000 eur,,lahn-dill-kreis,code06532,23.4
2003,1 000 eur,,lahn-dill-kreis,code06532,24.1
2004,1 000 eur,,lahn-dill-kreis,code06532,25.7
2005,1 000 eur,,lahn-dill-kreis,code06532,26.1
2006,1 000 eur,,lahn-dill-kreis,code06532,27.2
2007,1 000 eur,,lahn-dill-kreis,code06532,28.9
2008,1 000 eur,,lahn-dill-kreis,code06532,30.1
2009,1 000 eur,,lahn-dill-kreis,code06532,27.0
2010,1 000 eur,,lahn-dill-kreis,code06532,28.1
2011,1 000 eur,,lahn-dill-kreis,code06532,30.1
2012,1 000 eur,,lahn-dill-kreis,code06532,29.9
2013,1 000 eur,,lahn-dill-kreis,code06532,30.0
2014,1 000 eur,,lahn-dill-kreis,code06532,31.1
2015,1 000 eur,,lahn-dill-kreis,code06532,42.7
2016,1 000 eur,,lahn-dill-kreis,code06532,32.8
2017,1 000 eur,,lahn-dill-kreis,code06532,33.4
2000,1 000 eur,,limburg-weilburg,code06533,18.9
2001,1 000 eur,,limburg-weilburg,code06533,19.5
2002,1 000 eur,,limburg-weilburg,code06533,19.8
2003,1 000 eur,,limburg-weilburg,code06533,20.2
2004,1 000 eur,,limburg-weilburg,code06533,20.7
2005,1 000 eur,,limburg-weilburg,code06533,20.8
2006,1 000 eur,,limburg-weilburg,code06533,21.6
2007,1 000 eur,,limburg-weilburg,code06533,22.8
2008,1 000 eur,,limburg-weilburg,code06533,23.5
2009,1 000 eur,,limburg-weilburg,code06533,22.8
2010,1 000 eur,,limburg-weilburg,code06533,23.8
2011,1 000 eur,,limburg-weilburg,code06533,24.6
2012,1 000 eur,,limburg-weilburg,code06533,24.9
2013,1 000 eur,,limburg-weilburg,code06533,25.7
2014,1 000 eur,,limburg-weilburg,code06533,26.6
2015,1 000 eur,,limburg-weilburg,code06533,42.7
2016,1 000 eur,,limburg-weilburg,code06533,28.7
2017,1 000 eur,,limburg-weilburg,code06533,30.3
2000,1 000 eur,,marburg-biedenkopf,code06534,24.5
2001,1 000 eur,,marburg-biedenkopf,code06534,25.4
2002,1 000 eur,,marburg-biedenkopf,code06534,25.7
2003,1 000 eur,,marburg-biedenkopf,code06534,25.2
2004,1 000 eur,,marburg-biedenkopf,code06534,26.2
2005,1 000 eur,,marburg-biedenkopf,code06534,27.5
2006,1 000 eur,,marburg-biedenkopf,code06534,28.0
2007,1 000 eur,,marburg-biedenkopf,code06534,29.9
2008,1 000 eur,,marburg-biedenkopf,code06534,31.3
2009,1 000 eur,,marburg-biedenkopf,code06534,29.3
2010,1 000 eur,,marburg-biedenkopf,code06534,30.3
2011,1 000 eur,,marburg-biedenkopf,code06534,31.5
2012,1 000 eur,,marburg-biedenkopf,code06534,31.7
2013,1 000 eur,,marburg-biedenkopf,code06534,32.9
2014,1 000 eur,,marburg-biedenkopf,code06534,34.2
2015,1 000 eur,,marburg-biedenkopf,code06534,42.7
2016,1 000 eur,,marburg-biedenkopf,code06534,35.5
2017,1 000 eur,,marburg-biedenkopf,code06534,36.7
2000,1 000 eur,,vogelsbergkreis,code06535,17.5
2001,1 000 eur,,vogelsbergkreis,code06535,18.1
2002,1 000 eur,,vogelsbergkreis,code06535,18.5
2003,1 000 eur,,vogelsbergkreis,code06535,19.1
2004,1 000 eur,,vogelsbergkreis,code06535,19.3
2005,1 000 eur,,vogelsbergkreis,code06535,19.5
2006,1 000 eur,,vogelsbergkreis,code06535,19.6
2007,1 000 eur,,vogelsbergkreis,code06535,20.3
2008,1 000 eur,,vogelsbergkreis,code06535,20.9
2009,1 000 eur,,vogelsbergkreis,code06535,20.0
2010,1 000 eur,,vogelsbergkreis,code06535,21.0
2011,1 000 eur,,vogelsbergkreis,code06535,22.2
2012,1 000 eur,,vogelsbergkreis,code06535,22.9
2013,1 000 eur,,vogelsbergkreis,code06535,23.8
2014,1 000 eur,,vogelsbergkreis,code06535,25.1
2015,1 000 eur,,vogelsbergkreis,code06535,42.7
2016,1 000 eur,,vogelsbergkreis,code06535,26.1
2017,1 000 eur,,vogelsbergkreis,code06535,27.2
2000,1 000 eur,,"kassel, stadt",code06611,36.3
2001,1 000 eur,,"kassel, stadt",code06611,38.0
2002,1 000 eur,,"kassel, stadt",code06611,39.0
2003,1 000 eur,,"kassel, stadt",code06611,40.6
2004,1 000 eur,,"kassel, stadt",code06611,40.3
2005,1 000 eur,,"kassel, stadt",code06611,40.4
2006,1 000 eur,,"kassel, stadt",code06611,43.1
2007,1 000 eur,,"kassel, stadt",code06611,45.0
2008,1 000 eur,,"kassel, stadt",code06611,45.3
2009,1 000 eur,,"kassel, stadt",code06611,43.1
2010,1 000 eur,,"kassel, stadt",code06611,43.6
2011,1 000 eur,,"kassel, stadt",code06611,44.2
2012,1 000 eur,,"kassel, stadt",code06611,44.4
2013,1 000 eur,,"kassel, stadt",code06611,45.0
2014,1 000 eur,,"kassel, stadt",code06611,48.0
2015,1 000 eur,,"kassel, stadt",code06611,42.7
2016,1 000 eur,,"kassel, stadt",code06611,50.1
2017,1 000 eur,,"kassel, stadt",code06611,52.0
2000,1 000 eur,,fulda,code06631,24.2
2001,1 000 eur,,fulda,code06631,25.9
2002,1 000 eur,,fulda,code06631,26.7
2003,1 000 eur,,fulda,code06631,26.9
2004,1 000 eur,,fulda,code06631,26.3
2005,1 000 eur,,fulda,code06631,26.8
2006,1 000 eur,,fulda,code06631,28.1
2007,1 000 eur,,fulda,code06631,30.0
2008,1 000 eur,,fulda,code06631,30.1
2009,1 000 eur,,fulda,code06631,29.6
2010,1 000 eur,,fulda,code06631,31.6
2011,1 000 eur,,fulda,code06631,32.0
2012,1 000 eur,,fulda,code06631,32.5
2013,1 000 eur,,fulda,code06631,33.6
2014,1 000 eur,,fulda,code06631,34.4
2015,1 000 eur,,fulda,code06631,42.7
2016,1 000 eur,,fulda,code06631,36.4
2017,1 000 eur,,fulda,code06631,37.9
2000,1 000 eur,,hersfeld-rotenburg,code06632,23.5
2001,1 000 eur,,hersfeld-rotenburg,code06632,24.4
2002,1 000 eur,,hersfeld-rotenburg,code06632,24.7
2003,1 000 eur,,hersfeld-rotenburg,code06632,25.1
2004,1 000 eur,,hersfeld-rotenburg,code06632,26.2
2005,1 000 eur,,hersfeld-rotenburg,code06632,26.0
2006,1 000 eur,,hersfeld-rotenburg,code06632,27.0
2007,1 000 eur,,hersfeld-rotenburg,code06632,29.2
2008,1 000 eur,,hersfeld-rotenburg,code06632,30.4
2009,1 000 eur,,hersfeld-rotenburg,code06632,30.1
2010,1 000 eur,,hersfeld-rotenburg,code06632,31.8
2011,1 000 eur,,hersfeld-rotenburg,code06632,32.8
2012,1 000 eur,,hersfeld-rotenburg,code06632,33.1
2013,1 000 eur,,hersfeld-rotenburg,code06632,34.5
2014,1 000 eur,,hersfeld-rotenburg,code06632,35.5
2015,1 000 eur,,hersfeld-rotenburg,code06632,42.7
2016,1 000 eur,,hersfeld-rotenburg,code06632,33.8
2017,1 000 eur,,hersfeld-rotenburg,code06632,35.2
2000,1 000 eur,,kassel,code06633,20.2
2001,1 000 eur,,kassel,code06633,19.6
2002,1 000 eur,,kassel,code06633,20.4
2003,1 000 eur,,kassel,code06633,21.9
2004,1 000 eur,,kassel,code06633,21.4
2005,1 000 eur,,kassel,code06633,20.9
2006,1 000 eur,,kassel,code06633,21.5
2007,1 000 eur,,kassel,code06633,21.5
2008,1 000 eur,,kassel,code06633,22.2
2009,1 000 eur,,kassel,code06633,21.1
2010,1 000 eur,,kassel,code06633,23.1
2011,1 000 eur,,kassel,code06633,24.6
2012,1 000 eur,,kassel,code06633,24.4
2013,1 000 eur,,kassel,code06633,25.4
2014,1 000 eur,,kassel,code06633,26.4
2015,1 000 eur,,kassel,code06633,42.7
2016,1 000 eur,,kassel,code06633,33.1
2017,1 000 eur,,kassel,code06633,31.3
2000,1 000 eur,,schwalm-eder-kreis,code06634,19.1
2001,1 000 eur,,schwalm-eder-kreis,code06634,19.2
2002,1 000 eur,,schwalm-eder-kreis,code06634,19.5
2003,1 000 eur,,schwalm-eder-kreis,code06634,20.5
2004,1 000 eur,,schwalm-eder-kreis,code06634,21.5
2005,1 000 eur,,schwalm-eder-kreis,code06634,22.5
2006,1 000 eur,,schwalm-eder-kreis,code06634,22.9
2007,1 000 eur,,schwalm-eder-kreis,code06634,24.0
2008,1 000 eur,,schwalm-eder-kreis,code06634,24.1
2009,1 000 eur,,schwalm-eder-kreis,code06634,23.3
2010,1 000 eur,,schwalm-eder-kreis,code06634,24.7
2011,1 000 eur,,schwalm-eder-kreis,code06634,25.7
2012,1 000 eur,,schwalm-eder-kreis,code06634,26.6
2013,1 000 eur,,schwalm-eder-kreis,code06634,27.8
2014,1 000 eur,,schwalm-eder-kreis,code06634,28.2
2015,1 000 eur,,schwalm-eder-kreis,code06634,42.7
2016,1 000 eur,,schwalm-eder-kreis,code06634,30.0
2017,1 000 eur,,schwalm-eder-kreis,code06634,29.8
2000,1 000 eur,,waldeck-frankenberg,code06635,23.0
2001,1 000 eur,,waldeck-frankenberg,code06635,24.0
2002,1 000 eur,,waldeck-frankenberg,code06635,24.1
2003,1 000 eur,,waldeck-frankenberg,code06635,24.4
2004,1 000 eur,,waldeck-frankenberg,code06635,25.3
2005,1 000 eur,,waldeck-frankenberg,code06635,25.4
2006,1 000 eur,,waldeck-frankenberg,code06635,26.4
2007,1 000 eur,,waldeck-frankenberg,code06635,26.9
2008,1 000 eur,,waldeck-frankenberg,code06635,26.9
2009,1 000 eur,,waldeck-frankenberg,code06635,26.2
2010,1 000 eur,,waldeck-frankenberg,code06635,27.9
2011,1 000 eur,,waldeck-frankenberg,code06635,29.7
2012,1 000 eur,,waldeck-frankenberg,code06635,30.6
2013,1 000 eur,,waldeck-frankenberg,code06635,31.5
2014,1 000 eur,,waldeck-frankenberg,code06635,32.4
2015,1 000 eur,,waldeck-frankenberg,code06635,42.7
2016,1 000 eur,,waldeck-frankenberg,code06635,35.5
2017,1 000 eur,,waldeck-frankenberg,code06635,36.7
2000,1 000 eur,,werra-meißner-kreis,code06636,18.7
2001,1 000 eur,,werra-meißner-kreis,code06636,19.2
2002,1 000 eur,,werra-meißner-kreis,code06636,19.2
2003,1 000 eur,,werra-meißner-kreis,code06636,20.2
2004,1 000 eur,,werra-meißner-kreis,code06636,20.0
2005,1 000 eur,,werra-meißner-kreis,code06636,20.1
