Year,Units,Bundesland,Kreis,GeoCode,Value
2013,1 000 eur,,kronach,code09476,27.4
2014,1 000 eur,,kronach,code09476,29.4
2015,1 000 eur,,kronach,code09476,30.0
2016,1 000 eur,,kronach,code09476,31.4
2017,1 000 eur,,kronach,code09476,32.0
2000,1 000 eur,,kulmbach,code09477,20.0
2001,1 000 eur,,kulmbach,code09477,21.0
2002,1 000 eur,,kulmbach,code09477,21.3
2003,1 000 eur,,kulmbach,code09477,21.3
2004,1 000 eur,,kulmbach,code09477,21.2
2005,1 000 eur,,kulmbach,code09477,21.8
2006,1 000 eur,,kulmbach,code09477,22.3
2007,1 000 eur,,kulmbach,code09477,23.8
2008,1 000 eur,,kulmbach,code09477,24.8
2009,1 000 eur,,kulmbach,code09477,26.2
2010,1 000 eur,,kulmbach,code09477,26.7
2011,1 000 eur,,kulmbach,code09477,27.9
2012,1 000 eur,,kulmbach,code09477,29.9
2013,1 000 eur,,kulmbach,code09477,30.2
2014,1 000 eur,,kulmbach,code09477,31.0
2015,1 000 eur,,kulmbach,code09477,32.1
2016,1 000 eur,,kulmbach,code09477,33.6
2017,1 000 eur,,kulmbach,code09477,34.6
2000,1 000 eur,,lichtenfels,code09478,22.4
2001,1 000 eur,,lichtenfels,code09478,23.8
2002,1 000 eur,,lichtenfels,code09478,24.7
2003,1 000 eur,,lichtenfels,code09478,25.7
2004,1 000 eur,,lichtenfels,code09478,27.1
2005,1 000 eur,,lichtenfels,code09478,27.4
2006,1 000 eur,,lichtenfels,code09478,29.4
2007,1 000 eur,,lichtenfels,code09478,28.5
2008,1 000 eur,,lichtenfels,code09478,28.9
2009,1 000 eur,,lichtenfels,code09478,28.4
2010,1 000 eur,,lichtenfels,code09478,30.7
2011,1 000 eur,,lichtenfels,code09478,32.9
2012,1 000 eur,,lichtenfels,code09478,31.2
2013,1 000 eur,,lichtenfels,code09478,31.3
2014,1 000 eur,,lichtenfels,code09478,32.1
2015,1 000 eur,,lichtenfels,code09478,33.8
2016,1 000 eur,,lichtenfels,code09478,34.0
2017,1 000 eur,,lichtenfels,code09478,35.2
2000,1 000 eur,,wunsiedel im fichtelgebirge,code09479,20.6
2001,1 000 eur,,wunsiedel im fichtelgebirge,code09479,21.8
2002,1 000 eur,,wunsiedel im fichtelgebirge,code09479,20.9
2003,1 000 eur,,wunsiedel im fichtelgebirge,code09479,20.7
2004,1 000 eur,,wunsiedel im fichtelgebirge,code09479,21.2
2005,1 000 eur,,wunsiedel im fichtelgebirge,code09479,21.7
2006,1 000 eur,,wunsiedel im fichtelgebirge,code09479,22.8
2007,1 000 eur,,wunsiedel im fichtelgebirge,code09479,23.6
2008,1 000 eur,,wunsiedel im fichtelgebirge,code09479,23.9
2009,1 000 eur,,wunsiedel im fichtelgebirge,code09479,24.3
2010,1 000 eur,,wunsiedel im fichtelgebirge,code09479,26.1
2011,1 000 eur,,wunsiedel im fichtelgebirge,code09479,28.0
2012,1 000 eur,,wunsiedel im fichtelgebirge,code09479,28.0
2013,1 000 eur,,wunsiedel im fichtelgebirge,code09479,28.9
2014,1 000 eur,,wunsiedel im fichtelgebirge,code09479,30.0
2015,1 000 eur,,wunsiedel im fichtelgebirge,code09479,31.1
2016,1 000 eur,,wunsiedel im fichtelgebirge,code09479,32.0
2017,1 000 eur,,wunsiedel im fichtelgebirge,code09479,33.5
2000,1 000 eur,,"ansbach, stadt",code09561,35.2
2001,1 000 eur,,"ansbach, stadt",code09561,37.1
2002,1 000 eur,,"ansbach, stadt",code09561,38.4
2003,1 000 eur,,"ansbach, stadt",code09561,39.0
2004,1 000 eur,,"ansbach, stadt",code09561,39.1
2005,1 000 eur,,"ansbach, stadt",code09561,41.6
2006,1 000 eur,,"ansbach, stadt",code09561,43.1
2007,1 000 eur,,"ansbach, stadt",code09561,43.1
2008,1 000 eur,,"ansbach, stadt",code09561,43.5
2009,1 000 eur,,"ansbach, stadt",code09561,42.2
2010,1 000 eur,,"ansbach, stadt",code09561,47.9
2011,1 000 eur,,"ansbach, stadt",code09561,50.2
2012,1 000 eur,,"ansbach, stadt",code09561,50.9
2013,1 000 eur,,"ansbach, stadt",code09561,52.7
2014,1 000 eur,,"ansbach, stadt",code09561,52.7
2015,1 000 eur,,"ansbach, stadt",code09561,54.9
2016,1 000 eur,,"ansbach, stadt",code09561,56.4
2017,1 000 eur,,"ansbach, stadt",code09561,59.6
2000,1 000 eur,,"erlangen, stadt",code09562,58.5
2001,1 000 eur,,"erlangen, stadt",code09562,50.2
2002,1 000 eur,,"erlangen, stadt",code09562,53.8
2003,1 000 eur,,"erlangen, stadt",code09562,56.8
2004,1 000 eur,,"erlangen, stadt",code09562,60.2
2005,1 000 eur,,"erlangen, stadt",code09562,57.0
2006,1 000 eur,,"erlangen, stadt",code09562,60.6
2007,1 000 eur,,"erlangen, stadt",code09562,64.4
2008,1 000 eur,,"erlangen, stadt",code09562,71.0
2009,1 000 eur,,"erlangen, stadt",code09562,73.3
2010,1 000 eur,,"erlangen, stadt",code09562,73.7
2011,1 000 eur,,"erlangen, stadt",code09562,79.3
2012,1 000 eur,,"erlangen, stadt",code09562,83.2
2013,1 000 eur,,"erlangen, stadt",code09562,81.1
2014,1 000 eur,,"erlangen, stadt",code09562,84.3
2015,1 000 eur,,"erlangen, stadt",code09562,90.8
2016,1 000 eur,,"erlangen, stadt",code09562,92.0
2017,1 000 eur,,"erlangen, stadt",code09562,93.4
2000,1 000 eur,,"fürth, stadt",code09563,27.7
2001,1 000 eur,,"fürth, stadt",code09563,28.0
2002,1 000 eur,,"fürth, stadt",code09563,29.8
2003,1 000 eur,,"fürth, stadt",code09563,29.4
2004,1 000 eur,,"fürth, stadt",code09563,29.6
2005,1 000 eur,,"fürth, stadt",code09563,29.1
2006,1 000 eur,,"fürth, stadt",code09563,30.4
2007,1 000 eur,,"fürth, stadt",code09563,31.0
2008,1 000 eur,,"fürth, stadt",code09563,29.9
2009,1 000 eur,,"fürth, stadt",code09563,29.4
2010,1 000 eur,,"fürth, stadt",code09563,28.6
2011,1 000 eur,,"fürth, stadt",code09563,29.7
2012,1 000 eur,,"fürth, stadt",code09563,30.1
2013,1 000 eur,,"fürth, stadt",code09563,30.5
2014,1 000 eur,,"fürth, stadt",code09563,31.9
2015,1 000 eur,,"fürth, stadt",code09563,33.2
2016,1 000 eur,,"fürth, stadt",code09563,33.9
2017,1 000 eur,,"fürth, stadt",code09563,36.0
2000,1 000 eur,,"nürnberg, stadt",code09564,40.0
2001,1 000 eur,,"nürnberg, stadt",code09564,40.4
2002,1 000 eur,,"nürnberg, stadt",code09564,41.9
2003,1 000 eur,,"nürnberg, stadt",code09564,40.2
2004,1 000 eur,,"nürnberg, stadt",code09564,43.7
2005,1 000 eur,,"nürnberg, stadt",code09564,42.3
2006,1 000 eur,,"nürnberg, stadt",code09564,43.6
2007,1 000 eur,,"nürnberg, stadt",code09564,45.6
2008,1 000 eur,,"nürnberg, stadt",code09564,46.6
2009,1 000 eur,,"nürnberg, stadt",code09564,45.2
2010,1 000 eur,,"nürnberg, stadt",code09564,46.9
2011,1 000 eur,,"nürnberg, stadt",code09564,48.8
2012,1 000 eur,,"nürnberg, stadt",code09564,50.1
2013,1 000 eur,,"nürnberg, stadt",code09564,50.9
2014,1 000 eur,,"nürnberg, stadt",code09564,52.4
2015,1 000 eur,,"nürnberg, stadt",code09564,53.7
2016,1 000 eur,,"nürnberg, stadt",code09564,56.6
2017,1 000 eur,,"nürnberg, stadt",code09564,59.3
2000,1 000 eur,,"schwabach, stadt",code09565,28.1
2001,1 000 eur,,"schwabach, stadt",code09565,30.2
